x                   v                   t
0.0139642         -0.00533353                8.51
0.0139109          -0.0053132                8.52
0.0138579         -0.00529295                8.53
0.0138051         -0.00527277                8.54
0.0137525         -0.00525267                8.55
0.0137         -0.00523265                8.56
0.0136478         -0.00521271                8.57
0.0135958         -0.00519284                8.58
0.0135439         -0.00517304                8.59
0.0134923         -0.00515333                 8.6
0.0134409         -0.00513368                8.61
0.0133896         -0.00511411                8.62
0.0133386         -0.00509462                8.63
0.0132877          -0.0050752                8.64
0.0132371         -0.00505586                8.65
0.0131866         -0.00503658                8.66
0.0131364         -0.00501738                8.67
0.0130863         -0.00499826                8.68
0.0130364         -0.00497921                8.69
0.0129867         -0.00496023                 8.7
0.0129372         -0.00494132                8.71
0.0128879         -0.00492248                8.72
0.0128387         -0.00490372                8.73
0.0127898         -0.00488503                8.74
0.012741         -0.00486641                8.75
0.0126925         -0.00484786                8.76
0.0126441         -0.00482938                8.77
0.0125959         -0.00481097                8.78
0.0125479         -0.00479263                8.79
0.0125         -0.00477436                 8.8
0.0124524         -0.00475616                8.81
0.0124049         -0.00473803                8.82
0.0123576         -0.00471997                8.83
0.0123105         -0.00470198                8.84
0.0122636         -0.00468406                8.85
0.0122168          -0.0046662                8.86
0.0121702         -0.00464842                8.87
0.0121239          -0.0046307                8.88
0.0120776         -0.00461305                8.89
0.0120316         -0.00459546                 8.9
0.0119857         -0.00457794                8.91
0.01194         -0.00456049                8.92
0.0118945         -0.00454311                8.93
0.0118492         -0.00452579                8.94
0.011804         -0.00450854                8.95
0.011759         -0.00449135                8.96
0.0117142         -0.00447423                8.97
0.0116695         -0.00445718                8.98
0.011625         -0.00444019                8.99
0.0115807         -0.00442326                   9
0.0115366          -0.0044064                9.01
0.0114926          -0.0043896                9.02
0.0114488         -0.00437287                9.03
0.0114051          -0.0043562                9.04
0.0113616          -0.0043396                9.05
0.0113183         -0.00432305                9.06
0.0112752         -0.00430657                9.07
0.0112322         -0.00429016                9.08
0.0111894          -0.0042738                9.09
0.0111467         -0.00425751                 9.1
0.0111042         -0.00424128                9.11
0.0110619         -0.00422512                9.12
0.0110197         -0.00420901                9.13
0.0109777         -0.00419296                9.14
0.0109359         -0.00417698                9.15
0.0108942         -0.00416106                9.16
0.0108526          -0.0041452                9.17
0.0108113          -0.0041294                9.18
0.0107701         -0.00411365                9.19
0.010729         -0.00409797                 9.2
0.0106881         -0.00408235                9.21
0.0106474         -0.00406679                9.22
0.0106068         -0.00405129                9.23
0.0105663         -0.00403584                9.24
0.010526         -0.00402046                9.25
0.0104859         -0.00400513                9.26
0.0104459         -0.00398987                9.27
0.0104061         -0.00397466                9.28
0.0103664          -0.0039595                9.29
0.0103269         -0.00394441                 9.3
0.0102876         -0.00392937                9.31
0.0102483          -0.0039144                9.32
0.0102093         -0.00389947                9.33
0.0101704         -0.00388461                9.34
0.0101316          -0.0038698                9.35
0.010093         -0.00385505                9.36
0.0100545         -0.00384035                9.37
0.0100161         -0.00382571                9.38
0.00997796         -0.00381113                9.39
0.00993992          -0.0037966                 9.4
0.00990203         -0.00378213                9.41
0.00986428         -0.00376771                9.42
0.00982668         -0.00375335                9.43
0.00978921         -0.00373904                9.44
0.0097519         -0.00372479                9.45
0.00971472         -0.00371059                9.46
0.00967768         -0.00369644                9.47
0.00964079         -0.00368235                9.48
0.00960404         -0.00366832                9.49
0.00956742         -0.00365433                 9.5
0.00953095          -0.0036404                9.51
0.00949461         -0.00362652                9.52
0.00945842          -0.0036127                9.53
0.00942236         -0.00359893                9.54
0.00938644         -0.00358521                9.55
0.00935066         -0.00357154                9.56
0.00931501         -0.00355793                9.57
0.0092795         -0.00354436                9.58
0.00924412         -0.00353085                9.59
0.00920888         -0.00351739                 9.6
0.00917377         -0.00350398                9.61
0.0091388         -0.00349062                9.62
0.00910396         -0.00347732                9.63
0.00906925         -0.00346406                9.64
0.00903468         -0.00345086                9.65
0.00900024          -0.0034377                9.66
0.00896593          -0.0034246                9.67
0.00893174         -0.00341154                9.68
0.00889769         -0.00339854                9.69
0.00886377         -0.00338558                 9.7
0.00882998         -0.00337268                9.71
0.00879632         -0.00335982                9.72
0.00876279         -0.00334701                9.73
0.00872938         -0.00333425                9.74
0.0086961         -0.00332154                9.75
0.00866295         -0.00330888                9.76
0.00862992         -0.00329626                9.77
0.00859702          -0.0032837                9.78
0.00856425         -0.00327118                9.79
0.0085316         -0.00325871                 9.8
0.00849907         -0.00324629                9.81
0.00846667         -0.00323391                9.82
0.0084344         -0.00322158                9.83
0.00840224          -0.0032093                9.84
0.00837021         -0.00319707                9.85
0.0083383         -0.00318488                9.86
0.00830651         -0.00317274                9.87
0.00827485         -0.00316065                9.88
0.0082433          -0.0031486                9.89
0.00821187         -0.00313659                 9.9
0.00818057         -0.00312464                9.91
0.00814938         -0.00311273                9.92
0.00811831         -0.00310086                9.93
0.00808736         -0.00308904                9.94
0.00805653         -0.00307726                9.95
0.00802582         -0.00306553                9.96
0.00799522         -0.00305384                9.97
0.00796474          -0.0030422                9.98
0.00793438         -0.00303061                9.99
0.00790413         -0.00301905                  10
0.007874         -0.00300754               10.01
0.00784398         -0.00299608               10.02
0.00781407         -0.00298466               10.03
0.00778428         -0.00297328               10.04
0.00775461         -0.00296194               10.05
0.00772505         -0.00295065               10.06
0.00769559          -0.0029394               10.07
0.00766626          -0.0029282               10.08
0.00763703         -0.00291704               10.09
0.00760792         -0.00290592                10.1
0.00757891         -0.00289484               10.11
0.00755002          -0.0028838               10.12
0.00752124         -0.00287281               10.13
0.00749256         -0.00286186               10.14
0.007464         -0.00285095               10.15
0.00743554         -0.00284008               10.16
0.0074072         -0.00282925               10.17
0.00737896         -0.00281847               10.18
0.00735083         -0.00280772               10.19
0.0073228         -0.00279702                10.2
0.00729489         -0.00278636               10.21
0.00726708         -0.00277573               10.22
0.00723937         -0.00276515               10.23
0.00721177         -0.00275461               10.24
0.00718428         -0.00274411               10.25
0.00715689         -0.00273365               10.26
0.00712961         -0.00272323               10.27
0.00710243         -0.00271285               10.28
0.00707535          -0.0027025               10.29
0.00704838          -0.0026922                10.3
0.00702151         -0.00268194               10.31
0.00699474         -0.00267171               10.32
0.00696807         -0.00266153               10.33
0.00694151         -0.00265138               10.34
0.00691504         -0.00264127               10.35
0.00688868         -0.00263121               10.36
0.00686242         -0.00262117               10.37
0.00683626         -0.00261118               10.38
0.0068102         -0.00260123               10.39
0.00678423         -0.00259131                10.4
0.00675837         -0.00258143               10.41
0.0067326         -0.00257159               10.42
0.00670694         -0.00256179               10.43
0.00668137         -0.00255202               10.44
0.0066559         -0.00254229               10.45
0.00663052          -0.0025326               10.46
0.00660524         -0.00252295               10.47
0.00658006         -0.00251333               10.48
0.00655498         -0.00250375               10.49
0.00652999          -0.0024942                10.5
0.00650509         -0.00248469               10.51
0.00648029         -0.00247522               10.52
0.00645559         -0.00246579               10.53
0.00643098         -0.00245639               10.54
0.00640646         -0.00244702               10.55
0.00638204         -0.00243769               10.56
0.00635771          -0.0024284               10.57
0.00633347         -0.00241914               10.58
0.00630932         -0.00240992               10.59
0.00628527         -0.00240073                10.6
0.00626131         -0.00239158               10.61
0.00623744         -0.00238246               10.62
0.00621366         -0.00237338               10.63
0.00618997         -0.00236433               10.64
0.00616637         -0.00235532               10.65
0.00614287         -0.00234634               10.66
0.00611945         -0.00233739               10.67
0.00609612         -0.00232848               10.68
0.00607288         -0.00231961               10.69
0.00604973         -0.00231076                10.7
0.00602666         -0.00230196               10.71
0.00600369         -0.00229318               10.72
0.0059808         -0.00228444               10.73
0.005958         -0.00227573               10.74
0.00593528         -0.00226705               10.75
0.00591266         -0.00225841               10.76
0.00589011          -0.0022498               10.77
0.00586766         -0.00224122               10.78
0.00584529         -0.00223268               10.79
0.00582301         -0.00222417                10.8
0.00580081         -0.00221569               10.81
0.00577869         -0.00220724               10.82
0.00575666         -0.00219883               10.83
0.00573472         -0.00219045               10.84
0.00571285         -0.00218209               10.85
0.00569107         -0.00217378               10.86
0.00566938         -0.00216549               10.87
0.00564776         -0.00215723               10.88
0.00562623         -0.00214901               10.89
0.00560478         -0.00214082                10.9
0.00558342         -0.00213266               10.91
0.00556213         -0.00212453               10.92
0.00554093         -0.00211643               10.93
0.0055198         -0.00210836               10.94
0.00549876         -0.00210032               10.95
0.0054778         -0.00209231               10.96
0.00545691         -0.00208434               10.97
0.00543611         -0.00207639               10.98
0.00541538         -0.00206847               10.99
0.00539474         -0.00206059                  11
0.00537417         -0.00205273               11.01
0.00535368         -0.00204491               11.02
0.00533327         -0.00203711               11.03
0.00531294         -0.00202935               11.04
0.00529269         -0.00202161               11.05
0.00527251          -0.0020139               11.06
0.00525241         -0.00200623               11.07
0.00523238         -0.00199858               11.08
0.00521244         -0.00199096               11.09
0.00519257         -0.00198337                11.1
0.00517277         -0.00197581               11.11
0.00515305         -0.00196827               11.12
0.0051334         -0.00196077               11.13
0.00511383          -0.0019533               11.14
0.00509434         -0.00194585               11.15
0.00507492         -0.00193843               11.16
0.00505557         -0.00193104               11.17
0.0050363         -0.00192368               11.18
0.0050171         -0.00191635               11.19
0.00499797         -0.00190904                11.2
0.00497891         -0.00190176               11.21
0.00495993         -0.00189451               11.22
0.00494102         -0.00188729               11.23
0.00492219         -0.00188009               11.24
0.00490342         -0.00187293               11.25
0.00488473         -0.00186579               11.26
0.00486611         -0.00185867               11.27
0.00484756         -0.00185159               11.28
0.00482907         -0.00184453               11.29
0.00481066          -0.0018375                11.3
0.00479232         -0.00183049               11.31
0.00477405         -0.00182351               11.32
0.00475585         -0.00181656               11.33
0.00473772         -0.00180964               11.34
0.00471966         -0.00180274               11.35
0.00470167         -0.00179587               11.36
0.00468374         -0.00178902               11.37
0.00466589          -0.0017822               11.38
0.0046481          -0.0017754               11.39
0.00463038         -0.00176864                11.4
0.00461273         -0.00176189               11.41
0.00459514         -0.00175518               11.42
0.00457762         -0.00174849               11.43
0.00456017         -0.00174182               11.44
0.00454279         -0.00173518               11.45
0.00452547         -0.00172856               11.46
0.00450822         -0.00172197               11.47
0.00449103         -0.00171541               11.48
0.00447391         -0.00170887               11.49
0.00445685         -0.00170236                11.5
0.00443986         -0.00169587               11.51
0.00442293          -0.0016894               11.52
0.00440607         -0.00168296               11.53
0.00438927         -0.00167654               11.54
0.00437254         -0.00167015               11.55
0.00435587         -0.00166379               11.56
0.00433927         -0.00165744               11.57
0.00432272         -0.00165112               11.58
0.00430624         -0.00164483               11.59
0.00428983         -0.00163856                11.6
0.00427347         -0.00163231               11.61
0.00425718         -0.00162609               11.62
0.00424095         -0.00161989               11.63
0.00422478         -0.00161371               11.64
0.00420868         -0.00160756               11.65
0.00419263         -0.00160143               11.66
0.00417665         -0.00159533               11.67
0.00416072         -0.00158925               11.68
0.00414486         -0.00158319               11.69
0.00412906         -0.00157715                11.7
0.00411332         -0.00157114               11.71
0.00409764         -0.00156515               11.72
0.00408202         -0.00155918               11.73
0.00406645         -0.00155324               11.74
0.00405095         -0.00154732               11.75
0.00403551         -0.00154142               11.76
0.00402012         -0.00153554               11.77
0.0040048         -0.00152969               11.78
0.00398953         -0.00152386               11.79
0.00397432         -0.00151805                11.8
0.00395917         -0.00151226               11.81
0.00394407         -0.00150649               11.82
0.00392904         -0.00150075               11.83
0.00391406         -0.00149503               11.84
0.00389914         -0.00148933               11.85
0.00388427         -0.00148365               11.86
0.00386946           -0.001478               11.87
0.00385471         -0.00147236               11.88
0.00384002         -0.00146675               11.89
0.00382538         -0.00146116                11.9
0.00381079         -0.00145559               11.91
0.00379626         -0.00145004               11.92
0.00378179         -0.00144451               11.93
0.00376737           -0.001439               11.94
0.00375301         -0.00143352               11.95
0.0037387         -0.00142805               11.96
0.00372445         -0.00142261               11.97
0.00371025         -0.00141718               11.98
0.00369611         -0.00141178               11.99
0.00368202          -0.0014064                  12
0.00366798         -0.00140104               12.01
0.003654          -0.0013957               12.02
0.00364006         -0.00139038               12.03
0.00362619         -0.00138508               12.04
0.00361236         -0.00137979               12.05
0.00359859         -0.00137453               12.06
0.00358487         -0.00136929               12.07
0.00357121         -0.00136407               12.08
0.00355759         -0.00135887               12.09
0.00354403         -0.00135369                12.1
0.00353052         -0.00134853               12.11
0.00351706         -0.00134339               12.12
0.00350365         -0.00133827               12.13
0.00349029         -0.00133317               12.14
0.00347699         -0.00132809               12.15
0.00346373         -0.00132302               12.16
0.00345053         -0.00131798               12.17
0.00343737         -0.00131295               12.18
0.00342427         -0.00130795               12.19
0.00341121         -0.00130296                12.2
0.00339821           -0.001298               12.21
0.00338525         -0.00129305               12.22
0.00337235         -0.00128812               12.23
0.00335949         -0.00128321               12.24
0.00334668         -0.00127831               12.25
0.00333392         -0.00127344               12.26
0.00332121         -0.00126859               12.27
0.00330855         -0.00126375               12.28
0.00329594         -0.00125893               12.29
0.00328337         -0.00125413                12.3
0.00327085         -0.00124935               12.31
0.00325839         -0.00124459               12.32
0.00324596         -0.00123984               12.33
0.00323359         -0.00123512               12.34
0.00322126         -0.00123041               12.35
0.00320898         -0.00122572               12.36
0.00319675         -0.00122104               12.37
0.00318456         -0.00121639               12.38
0.00317242         -0.00121175               12.39
0.00316032         -0.00120713                12.4
0.00314828         -0.00120253               12.41
0.00313627         -0.00119795               12.42
0.00312432         -0.00119338               12.43
0.00311241         -0.00118883               12.44
0.00310054          -0.0011843               12.45
0.00308872         -0.00117978               12.46
0.00307694         -0.00117528               12.47
0.00306521          -0.0011708               12.48
0.00305353         -0.00116634               12.49
0.00304189         -0.00116189                12.5
0.00303029         -0.00115746               12.51
0.00301874         -0.00115305               12.52
0.00300723         -0.00114866               12.53
0.00299576         -0.00114428               12.54
0.00298434         -0.00113991               12.55
0.00297297         -0.00113557               12.56
0.00296163         -0.00113124               12.57
0.00295034         -0.00112693               12.58
0.00293909         -0.00112263               12.59
0.00292789         -0.00111835                12.6
0.00291673         -0.00111409               12.61
0.00290561         -0.00110984               12.62
0.00289453         -0.00110561               12.63
0.00288349         -0.00110139               12.64
0.0028725          -0.0010972               12.65
0.00286155         -0.00109301               12.66
0.00285064         -0.00108885               12.67
0.00283977         -0.00108469               12.68
0.00282895         -0.00108056               12.69
0.00281816         -0.00107644                12.7
0.00280742         -0.00107234               12.71
0.00279672         -0.00106825               12.72
0.00278605         -0.00106418               12.73
0.00277543         -0.00106012               12.74
0.00276485         -0.00105608               12.75
0.00275431         -0.00105205               12.76
0.00274381         -0.00104804               12.77
0.00273335         -0.00104404               12.78
0.00272293         -0.00104006               12.79
0.00271255          -0.0010361                12.8
0.00270221         -0.00103215               12.81
0.00269191         -0.00102821               12.82
0.00268164         -0.00102429               12.83
0.00267142         -0.00102039               12.84
0.00266123          -0.0010165               12.85
0.00265109         -0.00101262               12.86
0.00264098         -0.00100876               12.87
0.00263091         -0.00100492               12.88
0.00262088         -0.00100109               12.89
0.00261089         -0.00099727                12.9
0.00260094        -0.000993468               12.91
0.00259102        -0.000989681               12.92
0.00258114        -0.000985908               12.93
0.0025713        -0.000982149               12.94
0.0025615        -0.000978405               12.95
0.00255174        -0.000974675               12.96
0.00254201        -0.000970959               12.97
0.00253232        -0.000967257               12.98
0.00252266         -0.00096357               12.99
0.00251305        -0.000959896                  13
0.00250347        -0.000956237               13.01
0.00249392        -0.000952591               13.02
0.00248441         -0.00094896               13.03
0.00247494        -0.000945342               13.04
0.00246551        -0.000941738               13.05
0.00245611        -0.000938148               13.06
0.00244674        -0.000934571               13.07
0.00243742        -0.000931008               13.08
0.00242812        -0.000927459               13.09
0.00241887        -0.000923923                13.1
0.00240964        -0.000920401               13.11
0.00240046        -0.000916892               13.12
0.00239131        -0.000913396               13.13
0.00238219        -0.000909914               13.14
0.00237311        -0.000906445               13.15
0.00236406         -0.00090299               13.16
0.00235505        -0.000899547               13.17
0.00234607        -0.000896118               13.18
0.00233713        -0.000892701               13.19
0.00232822        -0.000889298                13.2
0.00231934        -0.000885908               13.21
0.0023105         -0.00088253               13.22
0.00230169        -0.000879166               13.23
0.00229291        -0.000875814               13.24
0.00228417        -0.000872475               13.25
0.00227547        -0.000869149               13.26
0.00226679        -0.000865836               13.27
0.00225815        -0.000862535               13.28
0.00224954        -0.000859246               13.29
0.00224096        -0.000855971                13.3
0.00223242        -0.000852707               13.31
0.00222391        -0.000849457               13.32
0.00221543        -0.000846218               13.33
0.00220698        -0.000842992               13.34
0.00219857        -0.000839778               13.35
0.00219019        -0.000836577               13.36
0.00218184        -0.000833387               13.37
0.00217352         -0.00083021               13.38
0.00216524        -0.000827045               13.39
0.00215698        -0.000823892                13.4
0.00214876        -0.000820751               13.41
0.00214057        -0.000817622               13.42
0.0021324        -0.000814505               13.43
0.00212428          -0.0008114               13.44
0.00211618        -0.000808307               13.45
0.00210811        -0.000805225               13.46
0.00210007        -0.000802155               13.47
0.00209207        -0.000799097               13.48
0.00208409        -0.000796051               13.49
0.00207614        -0.000793016                13.5
0.00206823        -0.000789993               13.51
0.00206035        -0.000786981               13.52
0.00205249        -0.000783981               13.53
0.00204467        -0.000780992               13.54
0.00203687        -0.000778014               13.55
0.00202911        -0.000775048               13.56
0.00202137        -0.000772093               13.57
0.00201366         -0.00076915               13.58
0.00200599        -0.000766218               13.59
0.00199834        -0.000763297                13.6
0.00199072        -0.000760387               13.61
0.00198313        -0.000757488               13.62
0.00197557          -0.0007546               13.63
0.00196804        -0.000751723               13.64
0.00196054        -0.000748857               13.65
0.00195306        -0.000746002               13.66
0.00194562        -0.000743158               13.67
0.0019382        -0.000740325               13.68
0.00193081        -0.000737503               13.69
0.00192345        -0.000734691                13.7
0.00191612         -0.00073189               13.71
0.00190881          -0.0007291               13.72
0.00190153         -0.00072632               13.73
0.00189428        -0.000723551               13.74
0.00188706        -0.000720793               13.75
0.00187987        -0.000718045               13.76
0.0018727        -0.000715308               13.77
0.00186556        -0.000712581               13.78
0.00185845        -0.000709864               13.79
0.00185136        -0.000707158                13.8
0.00184431        -0.000704462               13.81
0.00183728        -0.000701776               13.82
0.00183027        -0.000699101               13.83
0.00182329        -0.000696435               13.84
0.00181634         -0.00069378               13.85
0.00180942        -0.000691135               13.86
0.00180252        -0.000688501               13.87
0.00179565        -0.000685876               13.88
0.0017888        -0.000683261               13.89
0.00178198        -0.000680656                13.9
0.00177519        -0.000678061               13.91
0.00176842        -0.000675476               13.92
0.00176168        -0.000672901               13.93
0.00175496        -0.000670336               13.94
0.00174827         -0.00066778               13.95
0.00174161        -0.000665234               13.96
0.00173497        -0.000662698               13.97
0.00172835        -0.000660172               13.98
0.00172176        -0.000657655               13.99
0.0017152        -0.000655148                  14
0.00170866         -0.00065265               14.01
0.00170215        -0.000650162               14.02
0.00169566        -0.000647683               14.03
0.00168919        -0.000645214               14.04
0.00168275        -0.000642754               14.05
0.00167634        -0.000640304               14.06
0.00166995        -0.000637863               14.07
0.00166358        -0.000635431               14.08
0.00165724        -0.000633009               14.09
0.00165092        -0.000630595                14.1
0.00164463        -0.000628191               14.11
0.00163836        -0.000625796               14.12
0.00163211        -0.000623411               14.13
0.00162589        -0.000621034               14.14
0.00161969        -0.000618666               14.15
0.00161352        -0.000616308               14.16
0.00160736        -0.000613958               14.17
0.00160124        -0.000611617               14.18
0.00159513        -0.000609286               14.19
0.00158905        -0.000606963                14.2
0.00158299        -0.000604649               14.21
0.00157696        -0.000602344               14.22
0.00157095        -0.000600047               14.23
0.00156496         -0.00059776               14.24
0.00155899        -0.000595481               14.25
0.00155305        -0.000593211               14.26
0.00154713        -0.000590949               14.27
0.00154123        -0.000588696               14.28
0.00153535        -0.000586452               14.29
0.0015295        -0.000584216                14.3
0.00152367        -0.000581989               14.31
0.00151786         -0.00057977               14.32
0.00151207         -0.00057756               14.33
0.00150631        -0.000575358               14.34
0.00150057        -0.000573165               14.35
0.00149484        -0.000570979               14.36
0.00148915        -0.000568803               14.37
0.00148347        -0.000566634               14.38
0.00147781        -0.000564474               14.39
0.00147218        -0.000562322                14.4
0.00146657        -0.000560178               14.41
0.00146098        -0.000558043               14.42
0.00145541        -0.000555915               14.43
0.00144986        -0.000553796               14.44
0.00144433        -0.000551685               14.45
0.00143882        -0.000549581               14.46
0.00143334        -0.000547486               14.47
0.00142787        -0.000545399               14.48
0.00142243         -0.00054332               14.49
0.00141701        -0.000541248                14.5
0.00141161        -0.000539185               14.51
0.00140622        -0.000537129               14.52
0.00140086        -0.000535082               14.53
0.00139552        -0.000533042               14.54
0.0013902        -0.000531009               14.55
0.0013849        -0.000528985               14.56
0.00137962        -0.000526968               14.57
0.00137436        -0.000524959               14.58
0.00136912        -0.000522958               14.59
0.0013639        -0.000520964                14.6
0.0013587        -0.000518978               14.61
0.00135352           -0.000517               14.62
0.00134836        -0.000515029               14.63
0.00134322        -0.000513065               14.64
0.0013381        -0.000511109               14.65
0.001333        -0.000509161               14.66
0.00132792         -0.00050722               14.67
0.00132286        -0.000505286               14.68
0.00131781         -0.00050336               14.69
0.00131279        -0.000501441                14.7
0.00130778        -0.000499529               14.71
0.0013028        -0.000497624               14.72
0.00129783        -0.000495727               14.73
0.00129288        -0.000493837               14.74
0.00128795        -0.000491955               14.75
0.00128304        -0.000490079               14.76
0.00127815        -0.000488211               14.77
0.00127328         -0.00048635               14.78
0.00126843        -0.000484496               14.79
0.00126359        -0.000482648                14.8
0.00125877        -0.000480808               14.81
0.00125397        -0.000478975               14.82
0.00124919        -0.000477149               14.83
0.00124443         -0.00047533               14.84
0.00123969        -0.000473518               14.85
0.00123496        -0.000471713               14.86
0.00123025        -0.000469915               14.87
0.00122556        -0.000468123               14.88
0.00122089        -0.000466338               14.89
0.00121624        -0.000464561                14.9
0.0012116         -0.00046279               14.91
0.00120698        -0.000461025               14.92
0.00120238        -0.000459268               14.93
0.00119779        -0.000457517               14.94
0.00119323        -0.000455772               14.95
0.00118868        -0.000454035               14.96
0.00118415        -0.000452304               14.97
0.00117963         -0.00045058               14.98
0.00117514        -0.000448862               14.99
0.00117066        -0.000447151                  15
0.00116619        -0.000445446               15.01
0.00116175        -0.000443748               15.02
0.00115732        -0.000442056               15.03
0.00115291        -0.000440371               15.04
0.00114851        -0.000438692               15.05
0.00114413        -0.000437019               15.06
0.00113977        -0.000435353               15.07
0.00113542        -0.000433694               15.08
0.0011311         -0.00043204               15.09
0.00112678        -0.000430393                15.1
0.00112249        -0.000428752               15.11
0.00111821        -0.000427118               15.12
0.00111395        -0.000425489               15.13
0.0011097        -0.000423867               15.14
0.00110547        -0.000422251               15.15
0.00110125        -0.000420642               15.16
0.00109706        -0.000419038               15.17
0.00109287         -0.00041744               15.18
0.00108871        -0.000415849               15.19
0.00108456        -0.000414264                15.2
0.00108042        -0.000412684               15.21
0.0010763        -0.000411111               15.22
0.0010722        -0.000409544               15.23
0.00106811        -0.000407982               15.24
0.00106404        -0.000406427               15.25
0.00105998        -0.000404877               15.26
0.00105594        -0.000403334               15.27
0.00105192        -0.000401796               15.28
0.00104791        -0.000400264               15.29
0.00104391        -0.000398738                15.3
0.00103993        -0.000397218               15.31
0.00103597        -0.000395704               15.32
0.00103202        -0.000394195               15.33
0.00102808        -0.000392693               15.34
0.00102416        -0.000391196               15.35
0.00102026        -0.000389704               15.36
0.00101637        -0.000388218               15.37
0.00101249        -0.000386738               15.38
0.00100863        -0.000385264               15.39
0.00100479        -0.000383795                15.4
0.00100096        -0.000382332               15.41
0.000997143        -0.000380874               15.42
0.000993341        -0.000379422               15.43
0.000989554        -0.000377976               15.44
0.000985782        -0.000376535               15.45
0.000982023        -0.000375099               15.46
0.00097828        -0.000373669               15.47
0.00097455        -0.000372245               15.48
0.000970835        -0.000370826               15.49
0.000967134        -0.000369412                15.5
0.000963446        -0.000368004               15.51
0.000959773        -0.000366601               15.52
0.000956114        -0.000365203               15.53
0.000952469        -0.000363811               15.54
0.000948838        -0.000362424               15.55
0.000945221        -0.000361042               15.56
0.000941617        -0.000359666               15.57
0.000938028        -0.000358295               15.58
0.000934451        -0.000356929               15.59
0.000930889        -0.000355568                15.6
0.00092734        -0.000354212               15.61
0.000923805        -0.000352862               15.62
0.000920283        -0.000351517               15.63
0.000916774        -0.000350177               15.64
0.000913279        -0.000348842               15.65
0.000909797        -0.000347512               15.66
0.000906329        -0.000346187               15.67
0.000902874        -0.000344867               15.68
0.000899432        -0.000343552               15.69
0.000896003        -0.000342242                15.7
0.000892587        -0.000340938               15.71
0.000889184        -0.000339638               15.72
0.000885794        -0.000338343               15.73
0.000882417        -0.000337053               15.74
0.000879053        -0.000335768               15.75
0.000875702        -0.000334488               15.76
0.000872363        -0.000333213               15.77
0.000869037        -0.000331943               15.78
0.000865724        -0.000330677               15.79
0.000862424        -0.000329416                15.8
0.000859136        -0.000328161               15.81
0.000855861         -0.00032691               15.82
0.000852598        -0.000325663               15.83
0.000849347        -0.000324422               15.84
0.000846109        -0.000323185               15.85
0.000842884        -0.000321953               15.86
0.00083967        -0.000320725               15.87
0.000836469        -0.000319503               15.88
0.00083328        -0.000318285               15.89
0.000830103        -0.000317071                15.9
0.000826939        -0.000315862               15.91
0.000823786        -0.000314658               15.92
0.000820645        -0.000313459               15.93
0.000817517        -0.000312264               15.94
0.0008144        -0.000311073               15.95
0.000811295        -0.000309887               15.96
0.000808202        -0.000308706               15.97
0.000805121        -0.000307529               15.98
0.000802052        -0.000306356               15.99
0.000798994        -0.000305189                  16
0.000795948        -0.000304025               16.01
0.000792914        -0.000302866               16.02
0.000789891        -0.000301711               16.03
0.000786879        -0.000300561               16.04
0.000783879        -0.000299415               16.05
0.000780891        -0.000298274               16.06
0.000777914        -0.000297137               16.07
0.000774948        -0.000296004               16.08
0.000771994        -0.000294875               16.09
0.000769051        -0.000293751                16.1
0.000766119        -0.000292631               16.11
0.000763198        -0.000291516               16.12
0.000760289        -0.000290404               16.13
0.00075739        -0.000289297               16.14
0.000754503        -0.000288194               16.15
0.000751626        -0.000287096               16.16
0.000748761        -0.000286001               16.17
0.000745906        -0.000284911               16.18
0.000743062        -0.000283825               16.19
0.00074023        -0.000282742                16.2
0.000737408        -0.000281665               16.21
0.000734596        -0.000280591               16.22
0.000731796        -0.000279521               16.23
0.000729006        -0.000278455               16.24
0.000726227        -0.000277394               16.25
0.000723458        -0.000276336               16.26
0.0007207        -0.000275283               16.27
0.000717952        -0.000274233               16.28
0.000715215        -0.000273188               16.29
0.000712489        -0.000272146                16.3
0.000709772        -0.000271109               16.31
0.000707066        -0.000270075               16.32
0.000704371        -0.000269046               16.33
0.000701685         -0.00026802               16.34
0.00069901        -0.000266998               16.35
0.000696345         -0.00026598               16.36
0.000693691        -0.000264966               16.37
0.000691046        -0.000263956               16.38
0.000688412         -0.00026295               16.39
0.000685787        -0.000261947                16.4
0.000683173        -0.000260949               16.41
0.000680568        -0.000259954               16.42
0.000677974        -0.000258963               16.43
0.000675389        -0.000257976               16.44
0.000672814        -0.000256992               16.45
0.000670249        -0.000256012               16.46
0.000667694        -0.000255036               16.47
0.000665148        -0.000254064               16.48
0.000662612        -0.000253095               16.49
0.000660086        -0.000252131                16.5
0.00065757        -0.000251169               16.51
0.000655063        -0.000250212               16.52
0.000652566        -0.000249258               16.53
0.000650078        -0.000248308               16.54
0.000647599        -0.000247361               16.55
0.000645131        -0.000246418               16.56
0.000642671        -0.000245478               16.57
0.000640221        -0.000244543               16.58
0.00063778         -0.00024361               16.59
0.000635349        -0.000242682                16.6
0.000632927        -0.000241756               16.61
0.000630514        -0.000240835               16.62
0.00062811        -0.000239917               16.63
0.000625715        -0.000239002               16.64
0.00062333        -0.000238091               16.65
0.000620953        -0.000237183               16.66
0.000618586        -0.000236279               16.67
0.000616228        -0.000235378               16.68
0.000613879        -0.000234481               16.69
0.000611538        -0.000233587                16.7
0.000609207        -0.000232696               16.71
0.000606884        -0.000231809               16.72
0.000604571        -0.000230925               16.73
